id;questionId;title;correct
161;33;одновременно с дееспособностью;false
162;33;с момента рождения;true
163;33;после возникновения дееспособности.;false
164;34;нет, трансплантация органов и (или) тканей человека производится только с письменного согласия реципиента;false
165;34;возможна в тех случаях, если реципиент не достиг 18 лет либо признан недееспособным;false
166;34;возможна, когда промедление угрожает жизни реципиента, а получить согласие невозможно.;true
167;35;если они стали известны в ходе обучения;false
168;35;родителям в случае неблагоприятного прогноза развития болезни;false
169;35;по запросу органов дознания и следствия;true
170;35;при наличии оснований, позволяющих полагать, что вред здоровью причинен в результате противоправных действий;true
171;35;при угрозе распространения инфекционных заболеваний, массовых отравлений и поражений.;true
172;36;информация о состоянии здоровья пациента;false
173;36;информация о факте обращения за медицинской помощью, о состоянии здоровья, диагнозе и иные сведения, полученные при обследовании и лечении пациента, а также сведения при тяжелом состоянии больного в отношении его самого;true
174;36;информация о факте обращения за медицинской помощью, о состоянии здоровья, диагнозе и иные сведения, полученные при обследовании и лечении пациента.;false
175;37;признание исключительного права юридического лица на результаты интеллектуальной деятельности и приравненные к ним средства индивидуализации юридического лица, продукции, выполняемых работ и услуг;false
176;37;сертификат соответствия поставляемой продукции, выполненных работ, оказанных услуг обязательным требованиям государственных стандартов, выданный государственным органом юридическому лицу или индивидуальному предпринимателю;false
177;37;разрешение на осуществление лицензируемого вида деятельности при обязательном соблюдении лицензионных требований и условий, выданное лицензирующим органом юридическому лицу или индивидуальному предпринимателю.;true
178;38;диплома о высшем или среднем медицинском образовании;false
179;38;диплома о высшем или среднем медицинском образовании, сертификата специалиста и лицензии на избранный вид деятельности;true
180;38;диплома о высшем медицинском образовании и лицензии на избранный вид деятельности.;false
181;39;более 5 лет;true
182;39;более 10 лет;false
183;39;более 3 лет.;false
184;40;«Основы законодательства РФ об охране здоровья граждан»;true
185;40;«О медицинском страховании граждан в РФ»;false
186;40;«О донорстве крови и ее компонентов».;false
187;41;право на жизнь;true
188;41;право участвовать в управлении делами государства;false
189;41;право на отдых;false
190;41;право на жилище;false
191;41;право на охрану здоровья и медицинскую помощь;false
192;41;право на неприкосновенность личности.;true
193;42;любое должностное лицо медицинского учреждения;false
194;42;только врач гинекологического отделения;false
195;42;лицо, не имеющее высшего медицинского образования соответствующего профиля.;true
196;43;>Бояре;true
197;43;>Крестьяне;false
198;43;>Дворяне;false
199;43;>Холопы;true
200;43;>Смерды;true
201;43;>Помещики;false
202;43;>Рабы;true
203;43;>Челядь;true
204;43;>Градские люди;true
205;44;>Холопы;false
206;44;>Смерды;false
207;44;>Изгои;false
208;44;>Закупы;true
209;44;>Челядь;false
210;45;>Царь;false
211;45;>Князь;true
212;45;>Боярская дума;false
213;45;>Вече;true
214;45;>Земский собор;false
215;45;>Оспода;false
216;45;>Совет при князе;true
217;45;>Дружина;false
218;46;>вечевая;false
219;46;>дворцово-вотчинная;true
220;46;>выборная;false
221;46;>численная;true
222;47;>Закон князя Ярослава;false
223;47;>Кодификацию правовых актов киевских князей.;false
224;47;>Писаный источник обычного права;true
225;47;>Рецепцию византийского права;false
226;48;>государственная;false
227;48;>феодальная;true
228;48;>частная;false
229;48;>общинная;true
230;49;>Податная единица;true
231;49;>Собирается для выборов в представительные органы.;false
232;49;>Круговая порука;true
233;49;>Управление земельной собственностью;true
234;50;>Купля-продажа;true
235;50;>Заем;true
236;50;>Перевозка;false
237;50;>Аренда;false
238;50;>Наем;true
239;50;>Поклажа;true
240;50;>Поставка;false
241;50;>Оказание услуг;false
242;51;>Крамола;false
243;51;>Лихое дело;false
244;51;>Разбой;false
245;51;>Обида;true
246;51;>Татьба;false
247;52;>Месть;false
248;52;>Предупреждение новых преступлений;false
249;52;>Возмещение ущерба;true
250;52;>Устрашение;false
251;53;>Вира;true
252;53;>Полувира;true
253;53;>Дикая вира;true
254;53;>Арест;false
255;53;>Каторга;false
256;53;>Головничество;true
257;53;>Урок;true
258;53;>Торговая казнь;false
259;53;>Поток и разграбление;true
260;53;>Смертная казнь;false
261;54;>Заклич;true
262;54;>Розыск;false
263;54;>Допрос;false
264;54;>Свод;true
265;54;>Сбор доказательств;false
266;54;>Гонение следа;true
267;55;>Видоки;true
268;55;>Вещественные доказательства;false
269;55;>Послухи;true
270;55;>Поличное;true
271;55;>Испытания водой и железом;true
272;55;>Письменные доказательства;false
273;55;>Присяга;true
274;55;>Судебный поединок;false
275;56;на свободную торговлю хлебом;false
276;56;ссылать неугодных им крестьян в Сибирь;true
277;56;отдавать крестьян на каторжные работы;false
278;56;рассматриваться как неотъемлемое, потомственное и наследственное звание;false
279;57;дворянское достоинство;false
280;57;защиту чести и жизни;false
281;57;освобождение от телесных наказаний;false
282;57;все вышеперечисленное верно;true
283;57;все вышеперечисленное неверно;false
284;58;полное и неограниченное право собственности;false
285;58;право на приобретение, использование и наследование любого вида имущества;false
286;58;право на покупку деревни;false
287;58;право на ведение морской торговли;true
288;58;все правильно;false
289;58;все неправильно;false
290;59;в конце XVII-го века;true
291;59;в начале XVIII-го века;false
292;59;в середине XVIII-го века;false
293;59;в конце XVIII-го века;false
294;60;три категории;false
295;60;четыре категории;false
296;60;шесть категорий;true
297;60;более шести категорий;false
298;61;купцы I и II гильдии;false
299;61;именитые горожане;false
300;61;купцы I и II гильдии, а также именитые горожане;true
301;61;купцы III гильдии;false
302;61;вообще никто из городского населения не освобождался от такого вида наказаний;false
303;62;отпускать своих крестьян на волю за установленный самими помещиками выкуп;true
304;62;на передачу крестьянам земли в арендное пользование;false
305;62;на продажу крестьян в «розницу»;false
306;62;обращать казаков в крепостное состояние;false
307;63;сословно-представительной монархии;false
308;63;«просвещенного абсолютизма»;true
309;63;«неабсолютизма»;false
310;63;первые годы правления Александра I не схожи ни с какой другой политикой, она несла в себе абсолютно новую специфику;false
311;64;М. Сперанскому;true
312;64;П. Строганову;false
313;64;А. Чарторыйскому;false
314;64;Н. Новосильцеву;false
315;65;Н. Н. Новосильцевым;false
316;65;М. М. Сперанским;true
317;65;П. А. Вяземским;false
318;65;Его Величеством Александром I;false
319;66;Солнцев Гавриил Ильич;false
320;66;Сорокин Питирим Александрович;true
321;66;Сперанский Михаил Михайлович;false
322;66;Пестель Павел Иванович;false
323;66;Петражицкий Лев Иосифович;false
324;67;приведение в исполнение законов и приговоров суда, поимка беглых крестьян, преследование преступников, рассеивание «запрещенных скопищ»;true
325;67;руководство гражданской администраций на Кавказе;false
326;67;руководство полицией, борьба с революционерами, сектантами, высылка и размещение «подозрительных людей», управление тюрьмами;false
327;67;все приведенные выше варианты ответов верны;false
328;68;министр;false
329;68;становой пристав;true
330;68;генерал-прокурор;false
331;68;государственный казначей;false
332;69;денежными взысканиями;false
333;69;смертной казнью;true
334;69;ссылкой в Сибирь, в другую губернию;false
335;69;заключением в крепости;false
336;70;статьи Свода, основанные на одном действующем указе, следует излагать теми же словами, которые содержаться в тексте, и без изменений;false
337;70;статьи, основанные на нескольких указах, излагать словами главного указа с дополнениями и пояснениями из других указов;false
338;70;под каждой статьей давать ссылки на указы, в нее вошедшие;false
339;70;все вышеперечисленное было присуще данной методике;true
340;71;государственного и гражданского;true
341;71;государственного и административного;false
342;71;гражданского и административного;false
343;71;государственного и процессуального;false
344;72;около 100 000 актов;false
345;72;приблизительно 270 000 актов;false
346;72;более 330 000 актов;true
347;72;менее 300 000 актов;false
348;73;семи;false
349;73;десяти;false
350;73;одиннадцати – двенадцати;true
351;73;восьми;false
352;74;договор о заключении впоследствии договора купли-продажи;true
353;74;иными словами, это договор имущественного найма;false
354;74;то есть договор займа;false
355;74;договор подряда;false
356;75;более десяти;false
357;75;девять;false
358;75;семь;false
359;75;четыре;true
360;76;также регистрация;false
361;76;разрешение правительства;true
362;76;ничего не требовалось;false
363;77;16 лет для невесты, 18 – для жениха;true
364;77;18 лет для невесты, 16 – для жениха;false
365;77;наличие 18-тилетнего возраста как для невесты, так и для жениха;false
366;77;четко установлен брачный возраст не был, силу имели обстоятельства;false
367;78;отсутствовала;false
368;78;была ограничена;false
369;78;расширялась;true
370;78;оставалась без каких-либо изменений, нововведений;false
371;79;роды наказаний;false
372;79;ступени наказаний;false
373;79;роды наказаний, разделенные на ступени;true
374;79;лишь наказания в целом;false
375;80;главные;false
376;80;главные и дополнительные;false
377;80;главные и заменяющие;false
378;80;лавные, дополнительные и заменяющие;true
379;81;только должностные;false
380;81;против веры и против порядка управления;false
381;81;против веры и имущественные;false
382;81;имущественные и должностные;false
383;81;против веры, государственные, против порядка управления, должностные, имущественные;true
384;82;вопрос о происхождении государства;false
385;82;вопрос о происхождении права;true
386;82;вопрос о сущности права;false
387;83;это наука, которая изучает смысл права;true
388;83;это наука, которая изучает нормативный характер права;false
389;83;это наука, которая изучает государственно-властный характер права;false
390;84;философия права является составной частью юриспруденции;false
391;84;философия права является составной частью социологии права;false
392;84;философия права является составной частью философии;true
393;85;философия права является составной частью общей теории права;true
394;85;философия права является составной частью философии;false
395;85;философия права является составной частью социологии права;false
396;86;система курса философии права состоит из исторической и систематической части;false
397;86;система курса философии права состоит из общей и особенной части;true
398;86;система курса философии права состоит из исторической и теоретической части;false
399;87;в исследовании всеобщих свойств и связей правовой действительности;false
400;87;в критическом исследовании всех главных понятий, созданных юридической наукой;true
401;87;в изучении внутренней взаимосвязи и единства государства и права;false
402;88;вопрос о происхождении права;true
403;88;вопрос о сущности права;false
404;88;вопрос о взаимосвязи права и морали;false
405;89;философское осмысление права;false
406;89;юридическая наука о принципах права;false
407;89;наука о праве в жизни людей, в человеческом бытии;true
408;90;разработку логики, диалектики и теории познания правового бытия;true
409;90;науку о познавательных, ценностных основах права;false
410;90;историю формирования и развития понятий, отражающих правовое бытие;false
411;91;учение о смысле права;false
412;91;право в его различении и соединении с моралью;false
413;91;право в его различении и соединении с законом;true
414;92;позитивизмом;false
415;92;универсализмом;true
416;92;либерализмом.;false
417;93;трехэлементный подход (тезис-антитезис-синтез);false
418;93;четырехэлементный подход (тезис-антитезис-борьба-синтез);false
419;93;четырехэлементный подход (исходное начало-единство-множество-канечное единство);true
420;94;индивидуализма и либерализма;true
421;94;коллективизма и демократизма;false
422;94;агностицизма и позитивизма;false
423;95;идей позитивистской школы права;false
424;95;идей исторической школы права;true
425;95;идей нормативистской школы права;false
426;96;Новгородцевым Н.И;false
427;96;Соловьевым В.С;false
428;96;Бердяевым Н.Л;true
429;97;Гомера, Гесиода и "семи мудрецов";true
430;97;Платона и Аристотеля;false
431;97;Эпиктета и М. Аврелия и Цицерона.;false
432;98;желания, мысли, чувства;false
433;98;потребности;false
434;98;справедливость;true
435;99;справедливость распределяющую и справедливость уравнивающую;true
436;99;Аристотель;true
437;99;Платон;false
438;99;Цицерон;false
439;100;геометрическое и арифметическое;true
440;100;Аристотель;false
441;100;Платон;true
442;100;Цицерон;false
443;101;публичное и частное;true
444;101;субъективное и объективное;false
445;101;рациональное и иррациональное;false
446;102;ценностях в праве;true
447;102;правовом бытии;false
448;102;познании государства и права;false
449;103;противопоставление частного и публичного права;false
450;103;кантовское противопоставление теоретического и практического разума;true
451;103;противопоставление права и морали;false
452;104;равноправие, разнозначность, экзистенциальное равенство людей;true
453;104;плюрализма;false
454;104;коллективизма;false
455;105;в виде морали;false
456;105;должного образа, цели и критерия для оценки позитивного права;true
457;105;в виде абсолютного знания о праве;false
458;106;взаимосвязи права и экономики;false
459;106;тождества права и закона;false
460;106;различения права и закона;true
461;107;наука о передаче данных;false
462;107;наука об образовании;false
463;107;наука о воспитании;true
464;108;воспитание, обучение подрастающего поколения;false
465;108;познание законов воспитания, вооружение педагогов- практиков знанием теории учебно-воспитательного процесса;true
466;108;изучение воспитания как фактора духовного развития людей;false
467;109;прогресс науки и техники;false
468;109;забота родителей о счастье детей;false
469;109;биологический закон сохранения рода;false
470;109;объективная потребность в подготовке человека к жизни и труду;false
471;109;повышение роли воспитания в общественной жизни;true
472;110;надежда;false
473;110;склероз;true
474;110;образование;false
475;111;Целенаправленный и организованный процесс формирования личности;false
476;111;Направленное воздействие на человека со стороны общественных институтов с целью формирования у него определенных знаний, взглядов и убеждений, нравственных ценностей;true
477;111;Передача накопленного опыта от старших поколений к младшим;false
478;112;обучение;false
479;112;знания;true
480;112;жизненный опыт;false
481;113;специально организованный, целеполагаемый и управляемый процесс взаимодействия учителя и учеников направленный на усвоение ЗУНов, формирования мировоззрения, развития умственных сил и потенциальных возможностей обучаемых, закрепления навыков самообразования в соответствии с поставленными целями;true
482;113;Передача знаний от учителя к ученикам с целью социальной адаптации и подготовки их к жизни;false
483;113;Организация самостоятельной учебной работы учеников с целью овладения знаниями, умениями и навыками;false
484;114;Ориентация на ценности, которые будут приоритетны для человека;true
485;114;Развитие чувств, интуиции, воспитание души;false
486;114;Развитие человеческого «Я»;false
487;115;Мониторинг и контент-анализ;false
488;115;Ролевые игры;false
489;115;Наблюдение и изучение опыта;true
490;116;Эстетика;true
491;116;Коррекционная педагогика;false
492;116;Тифлопедагогика;false
493;117;КД Ушинский;true
494;117;ВА Сухомлинский;false
495;117;АС Макаренко;false
496;118;Преемственность и передача накопленного опыта от старших поколений к младшим;true
497;118;Самообучение, самовоспитание и самоактуализация;false
498;118;Знания, умения и навыки;false
499;119;Процесс усвоения и активного воспроизведения человеком социального опыта;true
500;119;Процесс формирования личности в определенной социальной среде;false
501;119;Общение и передача накопленного опыта от учителя ученикам;true
502;120;Ушинский КД;false
503;120;Макаренко АС;true
504;120;Выготский ЛС;false
505;121;Психология;false
506;121;Философия;true
507;121;Антропология;false
508;122;Образование;false
509;122;Воспитание;true
510;122;Социализация;false
511;123;постановку целей;false
512;123;обоснование и постановку целей;true
513;123;постановка правильной цели;false
514;124;система, объединяющая в себе процессы обучение, воспитание, развитие;true
515;124;процесс формирования социально адаптированной личности;false
516;124;совокупность процессов, суть которых состоит в том, что социальный опыт превращался в качества формируемого человека;false
517;125;педагоги, воспитуемые, условия воспитания;false
518;125;целевой, деятельностный, трудовой;false
519;125;целевой, содержательный, результативный, деятельностный;true
520;126;усвоение необходимых знаний, умений, навыков;false
521;126;формирование личности, способной к саморазвитию, самообучению, самоактуализации, самостоятельному приему решений и рефлексии над собственным поведением;false
522;126;активное включение ученика в образовательный процесс;true
523;127;в подчинении всех процессов, его образующих, главной, общей и единой цели- формированию всесторонне и гармонично развитой личности;true
524;127;в том, что все процессы, образующие педагогический процесс протекают в одних и тех же условиях;false
525;127;в том, что все процессы, образующие педагогический процесс имеют общую методологическую основу;false
526;128;уровень развития педагогической науки и практики;false
527;128;идеология и политика государства;true
528;128;потребности общества;false
529;129;Демокрит;false
530;129;Ян Амос Каменский;true
531;129;Джон Локк;false
532;130;воспитательный процесс;false
533;130;духовное воспитание;true
534;130;социальное воспитание;false
535;131;педагог воздействует на личность через коллектив;true
536;131;педагог воздействует на личность, а коллектив на педагога;false
537;131;происходит параллельное воздействие педагога на учеников, а ученики на педагога;false
538;132;педагогический процесс, процесс воспитания и процесс обучения;false
539;132;обучение, образование, воспитание;false
540;132;обучение, образование, воспитание, развитие и формирование;true
541;133;развитие;false
542;133;формирование;true
543;133;воспитание;false
544;133;социализация;false
545;134;Анализа.;false
546;134;Синтеза.;false
547;134;Изолирующей абстракции.;false
548;134;Идеализация;true
549;135;«О природе вещей»;false
550;135;«Метафизика»;false
551;135;«Органон»;true
552;135;«Канон»;false
553;136;Синтактика;false
554;136;Семантика;true
555;136;Прагматика;false
556;136;Грамматика;false
557;137;Любой.;false
558;137;Всякий.;true
559;137;Не существует.;false
560;137;Имеет место.;false
561;138;Единичное имя.;true
562;138;Общее имя.;false
563;138;Универсальное имя.;false
564;138;Мнимое имя.;false
565;139;«Идет ли дождь?»;true
566;139;«Пойдёмте в кино».;false
567;139;«В одну и ту же реку нельзя войти дважды»;false
568;139;«Сегодня погожий день».;false
569;140;«Леший»;false
570;140;«Домовой»;false
571;140;«Египетский фараон»;true
572;140;«Пегас»;false
573;141;Жираф – травоядное;false
574;141;Репей- лопух;false
575;141;Юрист – прокурор;false
576;141;Футболист – нападающий;true
577;142;Закон тождества.;false
578;142;Закон недопущения противоречия.;true
579;142;Закон достаточного основания.;false
580;142;Закон исключенного третьего.;false
581;143;Закон тождества.;false
582;143;Закон недопущения противоречия;false
583;143;Закон достаточного основания.;false
584;143;Закон исключенного третьего.;true
585;144;«Квадрат – это прямоугольный ромб»;false
586;144;«Ромб – это равносторонний четырехугольник»;false
587;144;«Круг есть фигура, получающаяся в результате вращения отрезка прямой вокруг одного из его концов в плоскости».;false
588;144;«Кислота – это жидкость, при погружении в которую лакмусовой бумажкой последняя окрашивается в красный цвет.;true
589;145;«Слишком широкое определение»;false
590;145;«Слишком узкое понятие»;true
591;145;«Перекрещивающееся определение»;false
592;145;«Определить «как попало»».;false
593;146;Обращение.;false
594;146;Превращение.;false
595;146;Противопоставление предикату.;true
596;146;Противопоставление субъекту.;false
597;147;Некоторые студены – отличники.;false
598;147;Некоторые юристы – адвокаты.;false
599;147;Некоторые футболисты – нападающие.;false
600;147;Некоторые чиновники - честные.;true
601;148;«Учетверение термина».;true
602;148;«Не распределен средний термин»;false
603;148;«Незаконное расширение термина».;false
604;148;«Допущение ложной посылки».;false
605;149;Условно-категорическй силлогизм.;false
606;149;Условно-разделительный силлогизм.;true
607;149;Разделительно-категорический силлогизм.;false
608;149;Чисто условный силлогизм.;false
609;150;Первую.;true
610;150;Вторую.;false
611;150;Третью.;false
612;150;Четвертую.;false
613;151;«Мнимое следование».;true
614;151;«Предвосхищение основания»;false
615;151;«Подмена тезиса»;false
616;151;«Круг в доказательстве»;false
617;152;Сходства.;false
618;152;Различия.;false
619;152;Сопутствующих изменений.;true
620;152;Остатков.;false
621;153;Чисто условный силлогизм.;true
622;153;Разделительно-категорический силлогизм.;false
623;153;Условно-категорический силлогизм.;false
624;153;Условно-разделительный силлогизм.;false
625;154;Когда произошла Куликовская битва?;false
626;154;Как звали любимого слона Александра Невского?;true
627;154;Когда был дождь?;false
628;154;В каком году Кук открыл Антарктиду?;false
629;155;С солью и с перцем.;false
630;155;Хотели кушать;true
631;155;Из большего уважения.;false
632;155;По ошибке.;false
633;156;организм человека;false
634;156;психика человека;false
635;156;психосоматическая целостность жизнедеятельности человека.;true
636;157;биологию;false
637;157;физиологию;false
638;157;анатомию;false
639;157;психотерапию;false
640;157;медицинскую антропологию.;true
641;158;как единство биологического и социального;false
642;158;как социо-психо-естественный феномен.;true
643;159;анатомия, физиология, биоэтика;false
644;159;психология, медицинская антропология, философия.;true
645;160;субстанциальная концепция И. Ньютона;false
646;160;релятивистская концепция А. Эйнштейна.;true
647;161;формально-логический анализ;true
648;161;содержательное основание.;false
649;162;концепция Г. Селье;false
650;162;монокаузализм;true
651;162;концепция И. В. Давыдовского.;false
652;163;наблюдение, аналогия, неполная индукция;true
653;163;эксперимент, моделирование.;false
654;164;системный подход, анализ, дедукция;true
655;164;индукция, опыт;false
656;165;Фауст;true
657;165;Вагнер.;false
658;166;да;true
659;166;нет.;false
660;167;да;false
661;167;нет.;true
662;168;врач должен лечить болезнь;false
663;168;врач должен лечить больного;false
664;168;врач должен лечить болезнь у больного.;true
665;169;организм - экологическая ниша;false
666;169;организм - социальное общение (культура) – природа.;true
667;170;врач - творец гармоничного бытия человека;false
668;170;врач - творец физического здоровья;false
669;170;врач - знаток человеческих душ.;true
670;171;дидактикой;true
671;171;теорией воспитания;false
672;171;педагогическим менеджментом;false
673;171;педагогической технологией;false
674;172;В. Ратке;true
675;172;Я.А. Коменский;false
676;172;Ж.Ж. Руссо;false
677;172;И.Г. Песталоцци;false
678;173;Я.А. Коменский;true
679;173;П.Ф. Каптерев;false
680;173;К.Д. Ушинский;false
681;173;А. Дистервег;false
682;174;дидактики;true
683;174;технологии;false
684;174;теории воспитания;false
685;174;теории управления;false
686;175;образовательная, воспитательная, развивающая;true
687;175;воспитательная, прогностическая, проектировочная;false
688;175;образовательная, воспитательная, объяснительная;false
689;175;развивающая, образовательная, прогностическая;false
690;176;дидактическую систему;true
691;176;педагогическую теорию;false
692;176;педагогическую систему;false
693;176;дидактическую теорию;false
694;177;деятельность учеников;true
695;177;взаимодействие учащихся и учителя;false
696;177;восприятие новых знаний;false
697;177;формирование умений;false
698;178;преподаванием;true
699;178;учением;false
700;178;развитием интереса учащихся;false
701;178;формированием личности;false
702;179;внутренним;true
703;179;общим;false
704;179;внешним;false
705;179;частным;false
706;180;наглядности;true
707;180;доступности;false
708;180;сознательности и активности;false
709;180;прочности знаний;false
710;181;развивающего;true
711;181;проблемного;false
712;181;оптимизации;false
713;181;программированного;false
714;182;специфический процесс познания, управляемый педагогом;true
715;182;преподавание;false
716;182;учебная деятельность;false
717;182;образовательная деятельность;false
718;183;гуманности обучения;true
719;183;наглядности;false
720;183;систематичности и последовательности;false
721;183;взаимосвязь теории и практики обучения;false
722;184;формирование нравственных качеств и убеждений;true
723;184;овладение системой знаний, познавательных умений и практических навыков;false
724;184;развитие мотивов учения;false
725;184;овладение способами управления своей учебной деятельностью и своими психическими процессами;false
726;185;Страсбурге;false
727;185;Брюсселе;false
728;185;Маастрихте;false
729;185;Давосе;true
730;185;Женеве;false
731;186;восстание Уота Тайлера и Гильома Каля;false
732;186;битва на Косовом поле и сражение при Креси;false
733;186;падение Византийской империи и окончание Столетней войны;true
734;186;образование государства у франков и арабов;false
735;186;созыв Генеральных штатов во Франции и образование английского парламента;false
736;187;Острова Карибского моря;false
737;187;Страны, расположенные на полуострове Индостан;true
738;187;страны, расположенные в Латинской Америке;false
739;187;острова в Индийском океане;false
740;187;Индия;false
741;188;тафсир;false
742;188;Фикх;false
743;188;суфизм;true
744;188;Коран;false
745;188;рукопись "Рашахот айн алхайат";false
746;189;англо-бурская и русско-японская войны;false
747;189;испано-американская война и битва махдистов с английскими войсками при Омдурмане;true
748;189;образование партии ИНК и всеобщая забастовка в США;false
749;189;создание Тройственного союза и Германской империи;false
750;189;буржуазные революции в Китае и Мексике;false
751;190;Германия;false
752;190;Япония;false
753;190;США;true
754;190;Великобритания;false
755;190;Франция;false
756;191;Индия, Аргентина;false
757;191;Австралия, Алжир;false
758;191;Оман, Марокко;false
759;191;Родезия, Ливия;false
760;191;Нигерия, Канада;true
761;192;возникновение и расцвет абсолютных монархий;false
762;192;безраздельное влияние церкви на культуру;false
763;192;образование сословий;true
764;192;возникновение и дальнейшее развитие капиталистических мануфактур;false
765;192;появление государств натурального хозяйства;false
766;193;720;false
767;193;660;true
768;193;540;false
769;193;860;false
770;193;780;false
771;194;1,2,3,4,5,6;false
772;194;только 2,4,6;false
773;194;1,3,5,6;false
774;194;1,2,4,6;true
775;194;только 4,5,6;false
776;195;восстания тайпинов в Китае;false
777;195;революции 1911 г. в Японии;false
778;195;курса "трех красных знамён" в Китае;true
779;195;народнического движения в России;false
780;195;курса правительства Индиры Ганди в Индии;false
781;196;Генеральная Ассамблея;true
782;196;Международный совет;false
783;196;Совет ООН;false
784;196;Международная ассамблея;false
785;196;Генеральный совет;false
786;197;"Народное соглашение";true
787;197;"Новый закон справедливости";false
788;197;"Закон свободы";false
789;197;"Конституция";false
790;197;"Свободная республика";false
791;198;к первому периоду;false
792;198;ко второму периоду;false
793;198;к третьему периоду;true
794;198;концу первого - началу второго периода;false
795;198;к эпохе нового времени;false
796;199;юты;false
797;199;крики;true
798;199;готы;false
799;199;вандалы;false
800;199;бургунды;false
801;200;XV в.;false
